0,11.179989
1,10.133586
2,9.762267
3,9.653951
4,9.300468
5,8.601539
6,8.576449
7,9.748035
8,8.900449
9,8.572759
10,8.820218
11,9.161475
12,9.5057125
13,9.097437
14,9.393441
15,9.3284445
16,8.884351
17,8.371475
18,9.309003
19,9.946986
20,9.505194
21,9.88483
22,9.203437
23,9.626584
24,9.104829
25,9.770685
26,10.140138
27,10.195643
28,10.365889
29,9.77168
30,10.392178
31,9.989856
32,10.199425
33,9.904182
34,10.288054
35,10.266335
36,10.165388
37,10.1172695
38,11.036644
39,10.659753
40,10.6072
41,10.616247
42,10.343681
43,10.667639
44,10.41839
45,10.641825
46,10.595669
47,11.799331
48,10.613682
49,10.60967
50,11.320204
51,10.679316
52,11.041013
53,10.740213
54,11.113325
55,11.11476
56,10.8615
57,11.071456
58,10.978243
59,10.778751
60,11.20882
61,11.294819
62,11.294566
63,11.380409
64,11.118003
65,11.343375
66,11.167913
67,11.2990675
68,11.110405
69,11.439795
70,11.059292
71,11.597631
72,11.265967
73,11.574657
74,11.399614
75,11.343991
76,11.721111
77,11.580672
78,11.419622
79,11.682486
80,11.72381
81,11.942047
82,11.513853
83,11.506914
84,11.758246
85,11.924371
86,12.571077
87,11.84482
88,12.03361
89,12.080848
90,11.906737
91,11.55222
92,12.508287
93,12.085333
94,12.115832
95,12.024539
96,12.225424
97,12.034574
98,12.379462
99,12.123383
